task,family,model,input,gold_label,pred_label,row_normalized_mean,row_normalized_std,count_mean
acceptance_5,tfidf,tfidf_word_linearsvc_raw,raw,2,0,0.11111111111111112,0.04628864338339232,3.6666666666666665
acceptance_5,tfidf,tfidf_word_linearsvc_raw,raw,2,1,0.0707070707070707,0.017495462702715934,2.3333333333333335
acceptance_5,tfidf,tfidf_word_linearsvc_raw,raw,2,2,0.6969696969696969,0.030303030303030346,23.0
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,-2,-2,0.3333333333333333,0.0372484044638468,10.333333333333334
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,-2,-1,0.4516129032258065,0.05587260669577025,14.0
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,-2,0,0.10752688172043011,0.03724840446384682,3.3333333333333335
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,-2,1,0.09677419354838708,0.03225806451612903,3.0
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,-2,2,0.01075268817204301,0.01862420223192341,0.3333333333333333
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,-1,-2,0.12037037037037036,0.028912027770362964,8.666666666666666
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,-1,-1,0.6203703703703703,0.008018753738744782,44.666666666666664
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,-1,0,0.1574074074074074,0.0160375074774896,11.333333333333334
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,-1,1,0.05092592592592592,0.008018753738744801,3.6666666666666665
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,-1,2,0.05092592592592592,0.008018753738744801,3.6666666666666665
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,0,-2,0.008130081300813009,0.0070408569413369,0.6666666666666666
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,0,-1,0.09756097560975611,0.01219512195121951,8.0
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,0,0,0.7235772357723578,0.030690383883214472,59.333333333333336
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,0,1,0.044715447154471545,0.0140817138826738,3.6666666666666665
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,0,2,0.12601626016260162,0.018628356483560336,10.333333333333334
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,1,-2,0.012820512820512822,0.022205779584216375,0.3333333333333333
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,1,-1,0.3461538461538462,0.03846153846153848,9.0
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,1,0,0.2948717948717949,0.05875097044815177,7.666666666666667
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,1,1,0.21794871794871795,0.022205779584216375,5.666666666666667
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,1,2,0.12820512820512822,0.022205779584216375,3.3333333333333335
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,2,-2,0.020202020202020204,0.017495462702715934,0.6666666666666666
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,2,-1,0.050505050505050504,0.04628864338339232,1.6666666666666667
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,2,0,0.20202020202020202,0.01749546270271593,6.666666666666667
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,2,1,0.020202020202020204,0.017495462702715934,0.6666666666666666
acceptance_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,2,2,0.7070707070707071,0.0630807878626101,23.333333333333332
acceptance_5,tfidf,tfidf_word_logreg_raw,raw,-2,-2,0.3440860215053763,0.08118101543301881,10.666666666666666
acceptance_5,tfidf,tfidf_word_logreg_raw,raw,-2,-1,0.4946236559139785,0.018624202231923397,15.333333333333334
acceptance_5,tfidf,tfidf_word_logreg_raw,raw,-2,0,0.0,0.0,0.0
acceptance_5,tfidf,tfidf_word_logreg_raw,raw,-2,1,0.06451612903225806,0.0,2.0
acceptance_5,tfidf,tfidf_word_logreg_raw,raw,-2,2,0.09677419354838708,0.06451612903225806,3.0
acceptance_5,tfidf,tfidf_word_logreg_raw,raw,-1,-2,0.0925925925925926,0.016037507477489606,6.666666666666667
acceptance_5,tfidf,tfidf_word_logreg_raw,raw,-1,-1,0.7824074074074074,0.008018753738744782,56.333333333333336
acceptance_5,tfidf,tfidf_word_logreg_raw,raw,-1,0,0.07407407407407407,0.008018753738744805,5.333333333333333
