n,accuracy,balanced_accuracy,macro_f1,weighted_f1,cohen_kappa,linear_weighted_kappa,quadratic_weighted_kappa,mae,task,family,model,input,seed,evaluation_unit
244,0.22950819672131148,0.18969925116151617,0.1897349810075508,0.22880480579731624,-0.01765906469074463,-0.03298189960813569,-0.04255828330973421,1.4877049180327868,intensity_5,baseline,stratified_random_baseline,none,2026,all OOF predictions pooled once per item within seed
244,0.5245901639344263,0.4378691693436966,0.44584974625222307,0.5053355945834249,0.35537942971668035,0.5037422713960298,0.6175511240453915,0.7172131147540983,intensity_5,tfidf,tfidf_char_logreg_raw,raw,7,all OOF predictions pooled once per item within seed
244,0.5655737704918032,0.49952623945496555,0.5139551284712576,0.55276313826684,0.41158002502559443,0.5291888857704182,0.6210582365353896,0.6762295081967213,intensity_5,tfidf,tfidf_char_logreg_raw,raw,42,all OOF predictions pooled once per item within seed
244,0.5368852459016393,0.4530707304604188,0.4556419612073051,0.5150789004244831,0.3711340206185567,0.5130634247046679,0.6232427721571747,0.7131147540983607,intensity_5,tfidf,tfidf_char_logreg_raw,raw,2026,all OOF predictions pooled once per item within seed
244,0.4713114754098361,0.3944162675831674,0.3967174555785597,0.4553049875116988,0.2899616512519738,0.4249158249158249,0.5293117930886289,0.8319672131147541,intensity_5,tfidf,tfidf_char_logreg_stopfiltered,stopfiltered,7,all OOF predictions pooled once per item within seed
244,0.5163934426229508,0.4508815267144928,0.4551372072088184,0.501862507609646,0.34940684668399036,0.45717776701938817,0.5417411186043384,0.7909836065573771,intensity_5,tfidf,tfidf_char_logreg_stopfiltered,stopfiltered,42,all OOF predictions pooled once per item within seed
244,0.48770491803278687,0.4094832549155926,0.4056050833868895,0.46413614563798217,0.3064241046048891,0.44449020684605534,0.5593798917450917,0.8155737704918032,intensity_5,tfidf,tfidf_char_logreg_stopfiltered,stopfiltered,2026,all OOF predictions pooled once per item within seed
244,0.5163934426229508,0.4266509010056995,0.4363453146648946,0.5035367562609169,0.3487151646760769,0.48391823230532915,0.5966018923593448,0.7336065573770492,intensity_5,tfidf,tfidf_word_linearsvc_raw,raw,7,all OOF predictions pooled once per item within seed
244,0.5368852459016393,0.45634391463429835,0.4659934149098236,0.5229718864825194,0.37574714725593195,0.48234011283364153,0.5632280043246771,0.7336065573770492,intensity_5,tfidf,tfidf_word_linearsvc_raw,raw,42,all OOF predictions pooled once per item within seed
244,0.5368852459016393,0.4691219463535674,0.47834129617815735,0.5292150945464748,0.37889709857632003,0.4837759491303535,0.5700045670260718,0.7418032786885246,intensity_5,tfidf,tfidf_word_linearsvc_raw,raw,2026,all OOF predictions pooled once per item within seed
244,0.4385245901639344,0.35059536354537596,0.3546754970883746,0.42100809556996677,0.24391567900117617,0.4088601753576373,0.5444943124661457,0.860655737704918,intensity_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,7,all OOF predictions pooled once per item within seed
244,0.45081967213114754,0.38729165773309626,0.39661256563552605,0.44009661151259816,0.2617913345826465,0.38872057795385695,0.4984719730278594,0.8811475409836066,intensity_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,42,all OOF predictions pooled once per item within seed
244,0.5,0.43681979794772696,0.45215865875215383,0.49443992878026255,0.3295646494448323,0.4294953818951678,0.5250064068444813,0.8237704918032787,intensity_5,tfidf,tfidf_word_linearsvc_stopfiltered,stopfiltered,2026,all OOF predictions pooled once per item within seed
244,0.4959016393442623,0.4006470185900378,0.4086737794202414,0.48518037095452776,0.3219312713223832,0.45239782660051975,0.5616499533108683,0.7786885245901639,intensity_5,tfidf,tfidf_word_logreg_raw,raw,7,all OOF predictions pooled once per item within seed
244,0.5204918032786885,0.4384660687028821,0.44008474574966056,0.5068982860669313,0.3565197791051504,0.4681260580200821,0.5569353327085286,0.7704918032786885,intensity_5,tfidf,tfidf_word_logreg_raw,raw,42,all OOF predictions pooled once per item within seed
244,0.5245901639344263,0.4554120405977934,0.45701531760553005,0.5135324392119663,0.36452626852267633,0.47184931033688726,0.5607455042550733,0.7704918032786885,intensity_5,tfidf,tfidf_word_logreg_raw,raw,2026,all OOF predictions pooled once per item within seed
244,0.430327868852459,0.3510731841130553,0.3583310870937406,0.4200099193176162,0.23559241812977538,0.3673611757045856,0.48289833408728833,0.9139344262295082,intensity_5,tfidf,tfidf_word_logreg_stopfiltered,stopfiltered,7,all OOF predictions pooled once per item within seed
244,0.4180327868852459,0.3568203058307095,0.36314187842451473,0.40746272027198144,0.2190240054096697,0.3591036935450129,0.4876766091051805,0.9262295081967213,intensity_5,tfidf,tfidf_word_logreg_stopfiltered,stopfiltered,42,all OOF predictions pooled once per item within seed
244,0.45491803278688525,0.3917938579004239,0.38812095162901616,0.43760109783791035,0.2704628734572758,0.4046889539502053,0.5112124453451932,0.8811475409836066,intensity_5,tfidf,tfidf_word_logreg_stopfiltered,stopfiltered,2026,all OOF predictions pooled once per item within seed
